,x_axes_data,y_axes_data,z_axes_data
0,0.0,0.0,0.0
1,13.391523977164441,35.520828791971724,12.5
2,12.5,35.61223777332807,12.5
3,13.618962129579206,35.0331502359666,12.5
4,13.848082329720103,35.61223777332807,12.5
5,13.629532993001659,36.10172584549999,12.5
6,13.399916748917258,35.77504829244827,12.5
7,13.629532993001659,36.042461416217655,12.5
8,13.915944371660835,35.848093596118474,12.5
9,13.618962129579206,35.520828791971724,12.5
10,13.328967262109272,35.520828791971724,12.5
11,13.321197404862128,35.826668588244544,12.5
12,13.929293935538562,36.36510645000698,12.5
13,14.161277645767624,36.398707021428855,12.5
14,13.942896918815226,36.95675516735476,12.5
15,14.196137179801186,36.65504384538379,12.5
16,13.64030514254516,36.05710308118478,12.5
17,13.336885417828707,37.5,12.5
18,14.17713403372858,37.5,12.5
19,14.442201485185498,37.5,12.5
20,14.193294873498838,37.5,12.5
21,14.431377074492755,37.5,12.5
22,13.662476701421783,37.5,12.5
23,13.579974878009185,37.5,12.5
24,14.17713403372858,37.5,12.5
25,14.498186126470982,37.5,12.5
26,14.193294873498838,37.5,12.5
27,13.662476701421783,37.5,12.5
28,14.12470045720249,37.5,12.5
29,14.17713403372858,37.5,12.5
30,14.24369402488821,37.5,12.5
31,13.579974878009185,37.5,12.5
32,13.887151107173166,37.5,12.5
33,14.109110137508933,37.5,12.5
34,12.5,37.5,12.5
35,14.431377074492755,38.87002428562913,12.5
36,14.692139563398808,37.5,12.5
37,14.209768984242778,37.5,8.74356648599555
38,13.887151107173166,37.5,12.5
39,14.14059475382514,37.5,12.5
40,14.498186126470982,37.5,12.5
41,14.193294873498838,38.601292978571145,12.5
42,13.887151107173166,37.5,12.5
43,14.400770392397485,37.5,8.833031340081781
44,14.14059475382514,37.5,12.5
45,13.579974878009185,37.5,8.918404431977178
46,13.900680852547476,38.03800010728363,12.5
47,14.469425040043115,37.5,12.5
48,14.14059475382514,37.5,8.555957215593565
49,14.9840983190027,37.5,8.833031340081781
50,14.667805164428863,37.5,12.5
51,14.779782336643928,38.370129221824456,9.216253238720206
52,13.579974878009185,38.61227026130817,12.5
53,13.900680852547476,38.61227026130817,12.5
54,14.209768984242778,37.5,12.5
55,13.887151107173166,37.5,10.241638234956673
56,14.450216429222554,37.5,10.699146196417434
57,14.758361765043329,37.5,12.5
58,14.431377074492755,38.601292978571145,12.5
59,14.450216429222554,37.5,12.5
60,14.12470045720249,38.12381737941529,8.677559691169101
61,14.14059475382514,37.5,12.5
62,14.450216429222554,37.5,8.540374800492591
63,14.226565527695183,38.36157334163013,12.5
64,14.193294873498838,37.5,8.262467026928395
65,13.887151107173166,39.422532677343064,10.873329559603066
66,14.14059475382514,38.32248225948993,9.424943728350177
67,14.193294873498838,37.5,8.730434893010697
68,14.694358781740343,37.5,13.29511256280882
69,14.193294873498838,37.5,8.386561933599337
70,14.14059475382514,37.5,10.241638234956673
71,14.14059475382514,37.5,12.756679264659086
72,14.14059475382514,38.04324483264524,8.47506594614321
73,14.673818101780249,37.5,9.622485419976748
74,14.450216429222554,38.62346821505031,9.0779318731565
75,13.887151107173166,38.87002428562913,12.5
76,14.193294873498838,38.27954729216341,8.863363037681431
77,14.209768984242778,37.5,12.5
78,14.450216429222554,38.61227026130817,8.812111932690009
79,14.14059475382514,38.039301775253996,8.812111932690009
80,14.226565527695183,38.03800010728363,8.262467026928395
81,15.025076922450644,37.5,12.5
82,14.12470045720249,37.5,13.378856560800207
83,14.12470045720249,37.5,9.163478226009598
84,13.887151107173166,38.601292978571145,12.5
85,14.758361765043329,37.5,9.019775636346804
86,14.431377074492755,38.68552591674745,12.5
87,14.692139563398808,38.61227026130817,8.352384117184013
88,14.14059475382514,37.5,9.224047309747093
