,x_axes_data,y_axes_data,z_axes_data
0,0.0,0.0,0.0
1,10.605235454226566,31.63076857978386,12.5
2,10.803862820198816,32.60491743648104,12.5
3,10.5934189126036,32.73106321244945,1.4560610963832115
4,10.834614776645704,31.928862573173497,8.514074432514686
5,10.262662653782845,31.292192125580723,1.4560610963832115
6,10.85428278278264,31.93410828633528,8.197638488080642
7,10.834614776645704,31.68259706944771,13.311311533611217
8,9.746457931465601,31.707094989006016,8.559918264369218
9,9.711318114679903,31.33879324943966,12.5
10,8.34719822805207,31.077542038215356,12.5
11,7.483202239944671,30.5607667760511,10.191589675687723
12,7.2205599455453395,31.031648633826787,10.39037684205793
13,6.906582381042187,30.751173230372782,0.7340403594624216
14,6.6061195620059365,31.085751341161647,12.5
15,5.499687876256923,31.68259706944771,12.5
16,5.239885432117812,31.077542038215356,12.5
17,4.516723530086656,31.412537131335633,9.424943728350177
18,3.867992561224843,31.68259706944771,12.5
19,3.3418322490382955,31.66478071367449,12.5
20,3.117349463734674,31.93410828633528,8.730434893010697
21,2.4788856787865003,33.61740061238078,10.821085510488581
22,1.5604390528130059,33.88077922001563,10.479165289475207
23,1.4311338061683978,33.94030719219188,12.5
24,1.9629804767780752,34.48608204727851,10.241638234956673
25,1.1719709303467911,35.520828791971724,12.5
26,0.6519095256909127,36.39461598536717,12.5
27,0.5216326242459325,36.398707021428855,9.28885255716173
28,1.125987286619833,37.5,9.496145135104177
29,0.5216326242459325,37.5,8.863363037681431
30,0.26088637381543756,39.42732939037118,12.5
31,1.5604390528130059,39.407341611804924,9.35835209054994
32,1.7033951382442483,39.71801839312683,8.56323952774112
33,1.5604390528130059,40.77973983933294,12.5
34,1.6895379703561237,40.77973983933294,12.5
35,1.9470511823947907,42.20980918111811,10.241638234956673
36,2.734950657736823,42.21725179265151,9.560656799737837
37,2.734950657736823,42.443330256647336,9.093118408918777
38,2.8394912871211435,43.64426745099509,8.514074432514686
39,4.204398751041123,43.64426745099509,8.89038422446764
40,3.837507039239338,44.19506513921143,12.5
41,4.214698707090348,44.70619319163102,8.645130610219999
42,5.276848376524599,43.629972100669505,12.5
43,5.852493036647562,44.19506513921143,8.601043481131533
44,7.432588381076823,44.96614993113852,12.5
45,7.53623658342966,43.837774070758336,12.118101449841834
46,9.134655054872812,44.44913707725001,10.821085510488581
47,9.173296543276845,44.20709498900602,8.863363037681431
48,9.205616910847782,44.06917215342956,9.224047309747093
49,10.007603718084336,44.70619319163102,10.191589675687723
50,11.323223666928099,44.44913707725001,12.756679264659086
51,11.670378613756897,43.69616807080768,8.320446713278194
52,12.5,43.39802563761623,8.779861735069138
53,12.5,43.15509388901158,10.198389715568402
54,12.5,43.610389835178374,13.29511256280882
55,13.344277658035255,42.50549146716032,8.684369915104838
56,13.321197404862128,41.94156659369794,12.5
57,13.64030514254516,40.573194592595364,8.514074432514686
58,14.431377074492755,39.77978233664393,8.16866362798157
59,13.887151107173166,39.42732939037118,12.251340636052479
60,13.887151107173166,38.86864165212472,8.863363037681431
61,14.508994085632683,37.5,13.065287349127749
62,14.14059475382514,37.73518722885042,10.241638234956673
63,13.887151107173166,37.5,12.5
64,13.662476701421783,37.5,12.5
65,13.873879596417822,35.826668588244544,8.863363037681431
66,13.328967262109272,35.241638234956675,12.5
67,13.353183921408442,34.712533548203766,12.5
68,13.083792868797582,34.188009267820945,12.251340636052479
69,12.5,33.65870806325552,12.5
70,12.5,33.32409496405881,12.5
71,12.5,33.89038422446764,12.5
72,12.5,33.94030719219188,12.5
73,12.5,33.89038422446764,8.559918264369218
